party,gender,age,ingroup.value,ingroup.like,ingroup.connected,outgroup.value,outgroup.like,outgroup.connected,ingroup.average,outgroup.average,condition,rating,date
2,2,25,66.54,64.62,52.89,60.77,44.23,32.69,22.7,-8.206666667,neutral.loss,70.132,
2,2,30,66.8,56.81,44.91,29.94,39.92,30.33,12.34666667,-33.20666667,neutral.win,81.509,
2,1,46,80.61,83.3,62.38,0,0,0,50.86,-100,neutral.win,41.887,
2,2,27,63.46,69.23,56.54,29.23,14.81,5,26.15333333,-67.30666667,ingroup.loss,22.117,
2,1,26,72.5,61.15,50,56.92,25.96,40,22.43333333,-18.08,outgroup.loss,19.47,
2,1,22,50,50,50,50,50,50,0,0,ingroup.loss,100,
2,2,49,55.38,62.28,61.96,41.25,43.82,17.82,19.74666667,-31.40666667,outgroup.win,98.418,
2,1,59,58.08,53.46,38.85,42.89,46.73,20.77,0.26,-26.40666667,ingroup.loss,100,
2,2,43,84.84,85.61,87.72,59.12,59.31,38.39,72.11333333,4.546666667,outgroup.win,100,
2,2,54,69.04,62.5,63.27,36.35,27.31,30.39,29.87333333,-37.3,ingroup.loss,99.622,
2,1,29,24.81,18.46,9.04,0,0,0,-65.12666667,-100,ingroup.win,73.157,
2,2,58,60.19,60.39,51.92,18.46,10.77,5,15,-77.18,outgroup.win,92.061,
2,2,41,75.43,81.19,56.43,27.26,22.84,33.01,42.03333333,-44.59333333,neutral.loss,100,
2,2,29,94.62,97.5,96.73,48.65,47.31,43.65,92.56666667,-6.926666667,outgroup.win,71.645,
2,1,27,83.65,84.23,63.65,26.54,59.81,39.23,54.35333333,-16.28,neutral.loss,62.571,
2,2,25,100,100,100,0,0,0,100,-100,outgroup.win,100,
2,2,25,72.12,69.58,50.06,30.3,29.33,50.06,27.84,-26.87333333,ingroup.loss,72.182,
2,1,37,81.38,79.66,79.08,4.8,3.26,8.06,60.08,-89.25333333,neutral.loss,10.943,
2,2,42,100,100,100,40.49,41.21,12.36,100,-37.29333333,ingroup.loss,100,
2,2,29,72.31,82.12,88.46,14.62,4.04,0,61.92666667,-87.56,neutral.loss,75.047,
2,2,37,73.08,85.77,74.23,0,1.54,1.15,55.38666667,-98.20666667,neutral.win,55.388,
2,1,26,78.08,88.46,100,28.27,19.04,23.85,77.69333333,-52.56,ingroup.win,76.938,
2,2,55,95.19,95.39,94.62,10,1.54,2.69,90.13333333,-90.51333333,ingroup.win,86.768,
2,1,27,93.08,94.42,69.04,14.81,8.27,4.42,71.02666667,-81.66666667,outgroup.win,42.533,
2,1,26,75.96,72.12,73.27,31.35,28.85,17.69,47.56666667,-48.07333333,ingroup.loss,-40.265,
2,2,42,81.73,81.15,82.5,18.65,10.58,10,63.58666667,-73.84666667,ingroup.loss,67.547,
2,2,44,92.71,94.05,94.82,29.94,29.94,28.41,87.72,-41.14,ingroup.win,81.509,
2,1,26,79.23,89.81,23.85,85.77,27.89,20.77,28.59333333,-10.38,ingroup.loss,79.962,
,1,18,38.27,59.62,42.12,40.39,22.12,3.27,-6.66,-56.14666667,democrat.loss,0,1
,1,19,70,76.54,85.96,48.27,50,30.58,55,-14.1,democrat.loss,39,1
,2,19,100,89.81,90.19,20.39,15.58,0,86.66666667,-76.02,democrat.loss,28,1
,1,19,74.62,77.5,75.77,32.31,50,28.85,51.92666667,-25.89333333,democrat.loss,53,1
,1,19,91.92,93.27,91.92,11.35,15.39,7.69,84.74,-77.04666667,democrat.loss,89,2
,1,20,54.51,43.57,0,38,51.25,0,-34.61333333,-40.5,democrat.loss,100,1
,2,20,94.3,95.27,100,28.85,22.06,37.21,93.04666667,-41.25333333,democrat.loss,30,2
,2,20,23.65,80.77,41.92,17.69,10.96,0,-2.44,-80.9,democrat.loss,19,2
,2,21,70.77,65.58,70,65.19,73.65,63.08,37.56666667,34.61333333,democrat.loss,25,2
,2,21,100,100,100,0,0,0,100,-100,democrat.loss,100,2
,2,22,60.08,64.68,58.16,56.24,39.92,34.74,21.94666667,-12.73333333,democrat.loss,21,1
,2,22,82.5,83.85,93.08,1.54,11.35,0.96,72.95333333,-90.76666667,democrat.loss,100,1
,2,22,39.81,25,17.5,33.46,27.31,4.04,-45.12666667,-56.79333333,democrat.loss,63,1
,1,22,87.12,89.04,80.96,19.62,15.39,6.15,71.41333333,-72.56,democrat.loss,59,1
,2,22,64.88,62.96,59.89,48.56,50.1,50.1,25.15333333,-0.826666667,democrat.loss,55,2
,2,23,56.24,57.97,50.1,25.91,10.17,4.8,9.54,-72.74666667,democrat.loss,60,1
,1,23,69.81,70.19,73.65,0,0,0,42.43333333,-100,democrat.loss,85,1
,2,23,31.54,35.96,44.23,51.54,51.15,52.5,-25.51333333,3.46,democrat.loss,-3,2
,2,23,91.36,93.47,84.26,16.7,41.65,0,79.39333333,-61.1,democrat.loss,100,2
,1,24,46.54,50.96,47.5,28.46,37.69,43.85,-3.333333333,-26.66666667,democrat.loss,20,1
,1,24,100,99.62,99.62,0.96,0,0.58,99.49333333,-98.97333333,democrat.loss,94,1
,2,24,62.12,78.65,69.62,31.35,7.12,0,40.26,-74.35333333,democrat.loss,53,1
,2,24,76.35,70,76.73,56.92,37.31,25,48.72,-20.51333333,democrat.loss,-8,2
,2,24,91.73,95.58,94.42,4.81,3.08,4.23,87.82,-91.92,democrat.loss,80,2
,2,24,74.62,70.77,54.23,16.54,8.46,6.54,33.08,-78.97333333,democrat.loss,29,2
,1,25,56.35,56.92,57.69,10.77,10.77,10.77,13.97333333,-78.46,democrat.loss,0,1
,1,25,52.31,56.73,35.19,20.77,2.89,0.77,-3.846666667,-83.71333333,democrat.loss,66,1
,2,25,99.42,100,100,0,0,0,99.61333333,-100,democrat.loss,100,1
,2,25,75.82,63.92,50.1,0,0,0,26.56,-100,democrat.loss,92,1
,1,25,79.66,78.7,63.34,41.27,41.27,15.74,47.8,-34.48,democrat.loss,10,2
,1,25,26.49,43.38,16.89,0,16.89,0,-42.16,-88.74,democrat.loss,0,2
,1,26,74.04,62.5,55,54.62,35.39,40.39,27.69333333,-13.06666667,democrat.loss,42,1
,2,26,96.35,95.96,95.77,3.85,1.92,6.73,92.05333333,-91.66666667,democrat.loss,90,1
,1,26,58.08,62.69,53.85,48.85,37.69,22.31,16.41333333,-27.43333333,democrat.loss,26,1
,1,26,53.36,60.65,51.82,15.55,0,3.46,10.55333333,-87.32666667,democrat.loss,73,1
,2,26,82.69,92.31,56.73,46.15,37.5,7.12,54.48666667,-39.48666667,democrat.loss,41,1
,1,26,63.46,59.04,42.89,9.04,0,0,10.26,-93.97333333,democrat.loss,53,2
,1,26,58.46,89.23,74.81,61.15,28.46,10.77,48.33333333,-33.08,democrat.loss,59,2
,1,26,76.97,68.52,74.66,2.11,3.65,3.84,46.76666667,-93.6,democrat.loss,96,2
,2,26,60.08,50.1,39.16,29.37,12.86,0,-0.44,-71.84666667,democrat.loss,51,2
,1,26,100,100,100,0,0,0,100,-100,democrat.loss,100,2
,1,27,56.54,60.96,60,30.96,31.54,21.92,18.33333333,-43.72,democrat.loss,21,2
,1,27,79.85,77.54,69.29,0,0,0,51.12,-100,democrat.loss,42,2
,2,27,63.92,74.86,78.7,54.13,68.14,67.56,44.98666667,26.55333333,democrat.loss,51,2
,2,28,74.42,74.62,62.5,15.96,0,0,41.02666667,-89.36,democrat.loss,100,1
,2,28,56.92,56.35,53.85,38.65,39.42,11.73,11.41333333,-40.13333333,democrat.loss,9,1
,1,28,21.54,22.89,17.31,1.92,5.96,1.73,-58.84,-93.59333333,democrat.loss,40,1
,2,28,50,50,26.92,50,50,26.35,-15.38666667,-15.76666667,democrat.loss,41,1
,2,28,67.89,60,68.08,48.85,34.42,15.19,30.64666667,-34.36,democrat.loss,52,2
,2,28,55.39,56.92,57.12,0,0,0,12.95333333,-100,democrat.loss,55,2
,2,29,62.31,61.73,82.12,38.08,38.27,12.89,37.44,-40.50666667,democrat.loss,41,1
,2,29,89.64,90.4,70.44,11.13,0,0,66.98666667,-92.58,democrat.loss,100,1
,1,29,77.93,81.19,63.15,60.85,28.41,10.56,48.18,-33.45333333,democrat.loss,28,1
,2,29,76.25,71.07,65.52,30.08,31.8,11.11,41.89333333,-51.34,democrat.loss,0,1
,2,29,52.89,67.31,58.65,35.19,32.89,38.46,19.23333333,-28.97333333,democrat.loss,64,1
,2,29,80,88.85,100,15.19,0,0,79.23333333,-89.87333333,democrat.loss,100,2
,2,30,100,100,100,0,0,0,100,-100,democrat.loss,63,1
,1,30,75.39,75.96,75.96,29.23,34.04,15,51.54,-47.82,democrat.loss,41,1
,1,30,78.65,91.35,82.12,0,0,0,68.08,-100,democrat.loss,71,1
,1,30,14.78,6.72,2.88,4.03,5.18,1.34,-83.74666667,-92.96666667,democrat.loss,20,1
,2,30,74.81,87.89,82.89,10.77,5.96,1.54,63.72666667,-87.82,democrat.loss,67,2
,2,30,99.81,100,100,0,0,0,99.87333333,-100,democrat.loss,41,2
,2,30,28.52,26.78,27.17,27.75,26.59,11.18,-45.02,-56.32,democrat.loss,82,2
,2,31,100,100,100,0,0,0,100,-100,democrat.loss,100,1
,1,31,79.62,100,90,19.81,17.5,0,79.74666667,-75.12666667,democrat.loss,100,2
,2,31,60.96,85.39,57.31,6.73,12.12,0,35.77333333,-87.43333333,democrat.loss,100,2
,2,31,3.46,2.95,2.89,0,0,0,-93.8,-100,democrat.loss,66,2
,2,32,71.35,72.5,73.08,25.39,25,6.15,44.62,-62.30666667,democrat.loss,82,1
,2,32,83.49,84.45,73.32,0,0,0,60.84,-100,democrat.loss,40,1
,1,33,55.19,55.39,57.12,14.23,14.23,14.04,11.8,-71.66666667,democrat.loss,21,1
,2,33,50.71,55.46,51.99,33.38,35.69,34.4,5.44,-31.02,democrat.loss,-13,1
,2,33,50,58.08,70,5,0,0,18.72,-96.66666667,democrat.loss,100,1
,1,33,66.15,65.77,59.62,0,0,0,27.69333333,-100,democrat.loss,62,1
,1,33,64.49,64.3,65.07,0,0,0,29.24,-100,democrat.loss,41,1
,2,34,99.62,99.42,100,0,0,0,99.36,-100,democrat.loss,99,1
,2,35,61.11,55.75,57.85,2.87,0.38,0.19,16.47333333,-97.70666667,democrat.loss,86,1
,1,35,7.12,7.31,5.77,80.58,85.39,85.58,-86.53333333,67.7,democrat.loss,100,2
,1,35,87.12,72.69,75.77,23.65,31.35,16.54,57.05333333,-52.30666667,democrat.loss,49,2
,1,35,45.19,59.81,24.62,23.27,32.31,17.12,-13.58666667,-51.53333333,democrat.loss,35,2
,1,36,73.65,55.96,57.89,10.58,3.46,0,25,-90.64,democrat.loss,48,1
,2,36,93.28,93.86,91.94,38.96,36.08,22.84,86.05333333,-34.74666667,democrat.loss,53,1
,1,36,87.82,78.45,82.44,3.28,6.09,14.99,65.80666667,-83.76,democrat.loss,8,2
,2,36,67.85,67.39,67.69,50,50,21.23,35.28666667,-19.18,democrat.loss,0,2
,2,36,87.14,87.14,91.56,0,0,0,77.22666667,-100,democrat.loss,81,2
,1,36,32.31,30.19,27.89,26.73,18.85,35.58,-39.74,-45.89333333,democrat.loss,-51,2
,2,37,76.78,85.61,85.8,50.1,9.41,0,65.46,-60.32666667,democrat.loss,41,1
,1,37,60.96,68.65,63.08,30.19,30.39,11.92,28.46,-51.66666667,democrat.loss,0,1
,2,37,62.5,72.41,50,50,41.46,32.77,23.27333333,-17.18,democrat.loss,41,1
,1,39,68.46,83.46,73.65,30,3.27,1.15,50.38,-77.05333333,democrat.loss,94,1
,2,39,22.89,22.5,0,0,0,0,-69.74,-100,democrat.loss,79,2
,1,40,95,93.85,94.42,3.27,0,0,88.84666667,-97.82,democrat.loss,94,1
,2,42,50,27.69,38.65,16.73,0.19,0,-22.44,-88.72,democrat.loss,99,1
,1,44,50,50,50,13.46,0,0,0,-91.02666667,democrat.loss,0,1
,1,45,33.13,28.36,2.48,12.84,3.11,0.41,-57.35333333,-89.09333333,democrat.loss,90,1
,2,45,80.03,75.04,69.24,31.88,12.72,13.21,49.54,-61.46,democrat.loss,83,1
,1,45,52.69,49.81,50,38.27,45.19,25.39,1.666666667,-27.43333333,democrat.loss,12,1
,2,45,65,65.39,58.85,45.77,45.58,45.58,26.16,-8.713333333,democrat.loss,10,1
,1,46,100,93.46,94.42,0,0,0,91.92,-100,democrat.loss,95,1
,2,46,71.35,62.12,73.85,37.31,19.81,0,38.21333333,-61.92,democrat.loss,61,2
,2,47,92.31,82.69,89.81,15.39,4.23,6.73,76.54,-82.43333333,democrat.loss,98,1
,1,48,91.54,91.73,100,0,0,0.58,88.84666667,-99.61333333,democrat.loss,83,1
,2,49,90.58,95.96,88.46,63.27,19.81,3.85,83.33333333,-42.04666667,democrat.loss,-49,1
,1,49,93.65,98.65,98.85,4.04,1.15,0,94.1,-96.54,democrat.loss,83,2
,2,50,56.73,59.81,38.46,6.92,12.89,0,3.333333333,-86.79333333,democrat.loss,82,1
,2,50,67.95,69.1,66.22,46.26,43.38,32.44,35.51333333,-18.61333333,democrat.loss,22,2
,2,51,76.73,77.5,77.5,28.65,29.23,28.46,54.48666667,-42.44,democrat.loss,61,1
,2,51,82.53,81.96,70.44,28.22,28.02,23.8,56.62,-46.64,democrat.loss,61,1
,2,51,100,100,100,0.19,0,0,100,-99.87333333,democrat.loss,100,2
,2,53,93.85,100,94.23,9.23,4.42,6.54,92.05333333,-86.54,democrat.loss,62,1
,2,55,61.73,55.19,53.46,45,40.96,30,13.58666667,-22.69333333,democrat.loss,10,2
,2,57,77.31,76.35,67.5,72.69,56.15,21.73,47.44,0.38,democrat.loss,41,1
,2,59,26.58,26.42,27.5,8.6,8.6,9.06,-46.33333333,-82.49333333,democrat.loss,2,1
,1,60,100,100,100,0,0,0,100,-100,democrat.loss,63,1
,1,62,77.54,71.02,60.85,64.49,64.49,29.18,39.60666667,5.44,democrat.loss,20,2
,1,18,75.82,82.34,90.4,5.76,0,0,65.70666667,-96.16,republican.win,61,1
,1,20,79.81,83.27,80,67.31,20.19,0,62.05333333,-41.66666667,republican.win,42,1
,1,20,73.95,78.16,63.79,63.99,50.19,48.66,43.93333333,8.56,republican.win,43,2
,2,21,75.77,67.12,50,50,33.46,14.81,28.59333333,-34.48666667,republican.win,63,2
,2,22,100,100,100,0,0,0,100,-100,republican.win,100,1
,1,22,67.95,62.19,58.93,0,0.38,0,26.04666667,-99.74666667,republican.win,69,2
,1,22,100,100,100,0,0,0,100,-100,republican.win,100,2
,1,23,68.08,77.31,77.89,36.15,43.65,26.54,48.85333333,-29.10666667,republican.win,60,1
,1,23,68.85,67.5,75,44.81,45.77,45.58,40.9,-9.226666667,republican.win,52,1
,1,23,67.12,64.04,50,56.92,38.46,50,20.77333333,-3.08,republican.win,41,1
,1,24,49.04,41,40.42,46.94,38.31,38.89,-13.02666667,-17.24,republican.win,19,2
,1,25,81.77,88.1,67.75,43.57,19.19,30.33,58.41333333,-37.94,republican.win,60,1
,1,25,61.54,65.19,59.62,16.73,0,0,24.23333333,-88.84666667,republican.win,40,1
,1,25,81.73,71.15,73.65,77.69,35.96,27.69,51.02,-5.773333333,republican.win,9,2
,1,25,69.62,70.19,81.35,35.58,53.27,55.77,47.44,-3.586666667,republican.win,32,2
,1,27,35.96,37.69,63.27,28.46,28.27,26.73,-8.72,-44.36,republican.win,18,1
,1,27,87.12,98.85,65.96,50.19,38.08,19.04,67.95333333,-28.46,republican.win,82,2
,1,28,86.76,85.03,87.91,50.1,50.1,50.1,73.13333333,0.2,republican.win,88,1
,2,28,100,100,100,0,0,0,100,-100,republican.win,100,1
,1,28,69.33,76.36,57.58,32.73,11.15,10.91,35.51333333,-63.47333333,republican.win,48,1
,1,28,48.46,49.23,48.65,31.15,30.77,30.77,-2.44,-38.20666667,republican.win,40,1
,1,29,78.27,80.19,79.42,0,0,0,58.58666667,-100,republican.win,82,1
,1,29,60.77,51.35,51.73,43.46,26.35,25.96,9.233333333,-36.15333333,republican.win,40,1
,1,30,72.69,86.92,89.42,6.54,10.39,0,66.02,-88.71333333,republican.win,100,2
,1,31,55.77,56.73,60.39,56.35,48.08,50,15.26,2.953333333,republican.win,20,2
,1,32,59.23,50,33.85,43.46,9.81,0,-4.613333333,-64.48666667,republican.win,31,1
,2,32,37.89,32.89,33.85,0,0,0,-30.24666667,-100,republican.win,30,2
,1,33,89.23,88.65,87.89,66.73,67.12,55.77,77.18,26.41333333,republican.win,74,1
,2,34,55,50.39,54.81,41.15,19.62,6.92,6.8,-54.87333333,republican.win,41,1
,1,35,24.81,25.19,26.92,9.42,9.62,7.89,-48.72,-82.04666667,republican.win,9,2
,1,36,51.54,52.69,46.35,40,33.65,29.23,0.386666667,-31.41333333,republican.win,62,2
,1,37,88.27,71.15,70.96,74.62,0,0,53.58666667,-50.25333333,republican.win,100,1
,1,38,87.8,85.88,85.55,1.93,5.46,3.21,72.82,-92.93333333,republican.win,94,1
,2,38,27.78,38.7,13.03,0,0,0,-46.99333333,-100,republican.win,73,2
,2,40,87.5,87.5,86.73,7.31,6.15,6.35,74.48666667,-86.79333333,republican.win,83,1
,1,40,77.89,88.46,91.73,19.81,11.15,7.5,72.05333333,-74.36,republican.win,89,1
,1,40,0,0,0,0,0,0,-100,-100,republican.win,22,2
,2,40,67.31,67.12,58.27,60.39,15.58,9.04,28.46666667,-43.32666667,republican.win,71,2
,1,41,60.46,60.65,50.1,11.32,9.79,0.96,14.14,-85.28666667,republican.win,35,1
,1,41,56.92,63.08,50.39,25.19,25.19,2.5,13.59333333,-64.74666667,republican.win,40,1
,1,41,15.36,16.32,16.12,14.78,15.55,14.97,-68.13333333,-69.8,republican.win,0,1
,1,41,51.63,70.83,56.24,42.99,48.75,18.62,19.13333333,-26.42666667,republican.win,92,2
,2,43,100,99.23,97.3,5.01,7.71,7.32,97.68666667,-86.64,republican.win,98,1
,1,43,83.11,84.07,86.18,0.96,5.37,1.54,68.90666667,-94.75333333,republican.win,93,1
,2,43,61.35,83.27,93.08,18.08,21.35,0,58.46666667,-73.71333333,republican.win,65,2
,1,44,66.73,58.85,49.81,25,12.5,12.12,16.92666667,-66.92,republican.win,40,1
,1,44,64.49,65.07,63.92,0.77,0.77,0.19,28.98666667,-98.84666667,republican.win,41,2
,2,45,65,64.62,37.31,22.89,22.5,0,11.28666667,-69.74,republican.win,100,1
,2,45,77.88,80.03,74.96,31.03,36.87,28.88,55.24666667,-35.48,republican.win,22,1
,2,46,87.31,100,81.73,22.12,0,0,79.36,-85.25333333,republican.win,100,1
,2,47,53.27,53.08,72.31,35.58,34.62,19.42,19.10666667,-40.25333333,republican.win,12,1
,1,47,100,100,100,0,0,0,100,-100,republican.win,100,1
,2,48,94.09,95.02,95.96,58.32,5.29,0,90.04666667,-57.59333333,republican.win,100,1
,2,48,69.48,70.06,69.67,32.05,29.56,32.25,39.47333333,-37.42666667,republican.win,70,1
,2,49,100,100,100,0,0,0,100,-100,republican.win,100,1
,2,49,100,100,100,0,0,0,100,-100,republican.win,100,2
,2,49,50,50.19,50,0.19,7.31,0,0.126666667,-95,republican.win,61,2
,1,50,77.74,77.74,67.18,72.36,71.98,57.2,48.44,34.36,republican.win,1,1
,2,50,90.79,80.81,92.13,1.73,2.3,2.69,75.82,-95.52,republican.win,99,2
,2,53,100,100,100,0,0,0,100,-100,republican.win,100,1
,2,54,90.58,83.27,73.27,21.15,9.04,6.15,64.74666667,-75.77333333,republican.win,75,2
,2,57,86.15,85,96.35,50,17.12,0,78.33333333,-55.25333333,republican.win,100,2
,2,61,50,66.61,57.52,7.05,15.52,2.67,16.08666667,-83.17333333,republican.win,80,2
,2,63,63.65,56.15,55.39,50.58,50,55.77,16.79333333,4.233333333,republican.win,28,1
,2,63,65.64,66.99,55.66,0,0,0,25.52666667,-100,republican.win,91,2
,2,64,84.81,84.23,87.89,62.12,60,59.42,71.28666667,21.02666667,republican.win,80,1
,1,64,64.84,65.84,61.08,33.4,28.79,10.94,27.84,-51.24666667,republican.win,33,1
,2,65,77.69,63.27,63.46,82.31,62.31,50.19,36.28,29.87333333,republican.win,51,2
,1,66,68.65,80.96,83.85,44.81,52.31,27.69,55.64,-16.79333333,republican.win,83,1
,1,66,100,65.07,78.89,0,0,0,62.64,-100,republican.win,100,2
,2,68,52,52,53.69,9.08,14.62,2.62,5.126666667,-82.45333333,republican.win,83,1
